case_id,argmax_foreground_mean_dice,rankseg_foreground_mean_dice,argmax_foreground_mean_iou,rankseg_foreground_mean_iou,delta_dice,delta_iou,cluster_id
patient088_frame12,0.9197212911253336,0.9124960591695627,0.8527845966520465,0.8402459845767302,-0.007225231955770961,-0.012538612075316369,patient088
patient089_frame01,0.9350258308945519,0.9330693414131529,0.8806253112744703,0.8774838105441917,-0.0019564894813990374,-0.0031415007302786346,patient089
patient089_frame10,0.9343107877569844,0.9337387651085406,0.8771279042890421,0.8761405611756613,-0.000572022648443804,-0.0009873431133807786,patient089
patient090_frame04,0.9292765949923498,0.9296700886046336,0.8706298461886006,0.8712184334174248,0.00039349361228380175,0.0005885872288241556,patient090
patient090_frame11,0.856099316520592,0.9026968114016003,0.7532271522176138,0.8260623781589808,0.04659749488100828,0.07283522594136693,patient090
patient091_frame01,0.8810677168801266,0.8794406332026682,0.7986747059326819,0.7960669266409016,-0.0016270836774584518,-0.0026077792917802434,patient091
patient091_frame09,0.8164265732084771,0.81748515060168,0.6942824401285556,0.6959413107154436,0.0010585773932029197,0.0016588705868880727,patient091
patient092_frame01,0.9469721855751256,0.9459489729592048,0.9006691117565676,0.898853859437204,-0.0010232126159208654,-0.001815252319363636,patient092
patient092_frame06,0.9364189155940044,0.9377744636764188,0.8805443725640821,0.8829597342269686,0.0013555480824144484,0.0024153616628864727,patient092
patient093_frame01,0.918825742600272,0.9162317186163778,0.8529435911827089,0.8486165414125239,-0.0025940239838943002,-0.004327049770185054,patient093
patient093_frame14,0.8750878871910829,0.8739607942937182,0.788283560270098,0.7866462891827272,-0.0011270928973646788,-0.001637271087370884,patient093
patient094_frame01,0.9046280285452885,0.9044276451491987,0.8284853483715939,0.8282763164956606,-0.00020038339608974276,-0.00020903187593335204,patient094
patient094_frame07,0.8595946961966141,0.8823926790225393,0.7597958735578674,0.7926800803781723,0.022797982825925156,0.032884206820304906,patient094
patient095_frame01,0.9512067530508922,0.9511477385162408,0.9095070915941751,0.9093692617234684,-5.9014534651402606e-05,-0.00013782987070665165,patient095
patient095_frame12,0.9224091057076197,0.9220738860744421,0.8568328672309371,0.8562904602676832,-0.00033521963317761916,-0.0005424069632539164,patient095
patient096_frame01,0.9418194046804755,0.9432420078249214,0.8914723218873152,0.8940329178549028,0.0014226031444458664,0.00256059596758762,patient096
patient096_frame08,0.9334139012176591,0.9344750571432794,0.8753329183934634,0.8771987528576104,0.001061155925620283,0.0018658344641470093,patient096
patient097_frame01,0.9436048248169842,0.9422753276639814,0.8950460500243423,0.8927866012874879,-0.00132949715300279,-0.0022594487368544636,patient097
patient097_frame11,0.9449259404722281,0.9433560419373755,0.8956844226095839,0.8929036593781586,-0.0015698985348525651,-0.0027807632314252873,patient097
patient098_frame01,0.9580057109619574,0.9573627176954703,0.9199182650539153,0.9187234311409971,-0.0006429932664870908,-0.0011948339129181917,patient098
patient098_frame09,0.9497921679156146,0.9406606893951827,0.9046025764658309,0.8882563506852437,-0.009131478520431946,-0.016346225780587198,patient098
patient099_frame01,0.9605861672300828,0.9604466611467158,0.9249061476090249,0.9246472157050163,-0.00013950608336699144,-0.000258931904008608,patient099
patient099_frame09,0.9408534590612513,0.9290458528839648,0.889707001973055,0.8679858915165944,-0.01180760617728649,-0.021721110456460524,patient099
